name,developers,is_free,negative,owners,positive,publishers,release_yyyy_mm,category_descriptions,genre_descriptions,tags_list
"STAR WARS™ Battlefront II (Classic, 2005)",['Pandemic Studios'],False,2891,"2,000,000 .. 5,000,000",50396,"['Lucasfilm', 'LucasArts', 'Disney']",2009-07-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Cloud', 'Family Sharing']",['Action'],"['Action', 'Multiplayer', 'Shooter', 'Classic', 'Third-Person Shooter', 'Sci-fi', 'Space', 'FPS', 'First-Person', 'Singleplayer', 'Moddable', 'Third Person', 'Military', 'Co-op', 'Tactical', 'Great Soundtrack', 'Strategy', 'Adventure', 'Addictive', 'Epic']"
REMNANT II®,['Gunfire Games'],False,10114,"1,000,000 .. 2,000,000",50249,['Arc Games'],2023-07-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'RPG']","['Souls-like', 'Co-op', 'Action', 'Adventure', 'Third-Person Shooter', 'RPG', 'Shooter', 'Dark', 'Action-Adventure', 'Online Co-Op', 'Post-apocalyptic', 'Multiplayer', 'Third Person', 'Combat', 'Horror', 'Atmospheric', 'PvE', 'Singleplayer', 'Controller', 'Looter Shooter']"
Party Animals,['Recreate Games'],False,13834,"2,000,000 .. 5,000,000",50198,['Source Technology'],2023-09-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Remote Play Together', 'Family Sharing']","['Action', 'Casual', 'Indie']","['Multiplayer', 'Funny', 'Casual', 'Cute', 'Party Game', 'Co-op', 'Fighting', 'Action', 'PvP', 'Party', 'Online Co-Op', 'Family Friendly', 'Local Multiplayer', 'Physics', '4 Player Local', '3D Fighter', 'Local Co-Op', 'Team-Based', 'Indie', 'Action-Adventure']"
Battlerite,['Stunlock Studios'],True,9152,"2,000,000 .. 5,000,000",50196,['Stunlock Studios'],2017-11-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'In-App Purchases', 'Steam Cloud']","['Action', 'Free To Play']","['PvP', 'Multiplayer', 'MOBA', 'Competitive', 'Action', 'Free to Play', 'Arena Shooter', 'Fast-Paced', 'Team-Based', 'Fighting', 'Top-Down', 'Early Access', 'Strategy', 'e-sports', 'Difficult', 'Great Soundtrack', 'RPG', 'Top-Down Shooter', 'Hack and Slash', 'Atmospheric']"
The Henry Stickmin Collection,['PuffballsUnited'],False,681,"1,000,000 .. 2,000,000",50017,['Innersloth'],2020-08-01,"['Single-player', 'Steam Achievements', 'Captions available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Adventure', 'Casual', 'Indie']","['Funny', 'Multiple Endings', 'Choose Your Own Adventure', 'Memes', 'Comedy', 'Singleplayer', 'Choices Matter', 'Classic', 'Point & Click', '2D', 'Epic', 'Hand-drawn', 'Adventure', 'Indie', 'Family Friendly', 'Action', 'Interactive Fiction', 'Casual', 'Parody ', 'Old School']"
Rising Storm 2: Vietnam,"['Antimatter Games', 'Tripwire Interactive']",False,7611,"2,000,000 .. 5,000,000",49952,['Tripwire Interactive'],2017-05-01,"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Stats', 'Includes level editor', 'Family Sharing']","['Action', 'Massively Multiplayer', 'Simulation', 'Strategy']","['FPS', 'Wargame', 'Military', 'Massively Multiplayer', 'Cold War', 'Immersive Sim', 'War', 'PvP', 'Historical', 'First-Person', 'Horror', 'Gore', 'Team-Based', 'Vehicular Combat', 'Action', 'Realistic', 'Simulation', 'Multiplayer', 'Tactical', 'Atmospheric']"
Max Payne 3,['Rockstar Studios'],False,7656,"2,000,000 .. 5,000,000",49420,['Rockstar Games'],2012-05-01,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",['Action'],"['Action', 'Third-Person Shooter', 'Bullet Time', 'Story Rich', 'Multiplayer', 'Shooter', 'Cinematic', 'Third Person', 'Noir', 'Singleplayer', 'Great Soundtrack', 'Atmospheric', 'Violent', 'Nudity', 'Adventure', 'Dark', 'Linear', 'Drama', 'Open World', 'Co-op']"
ELDEN RING NIGHTREIGN,"['FromSoftware, Inc.']",False,16771,"2,000,000 .. 5,000,000",48901,"['FromSoftware, Inc.', 'Bandai Namco Entertainment']",2025-05-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","['Action', 'RPG']","['Souls-like', 'Online Co-Op', 'Rogue-like', 'Multiplayer', 'Singleplayer', 'Co-op', 'Action', 'Third Person', 'PvE', 'Rogue-lite', 'RPG', 'Action RPG', 'Open World', 'Dark', '3D', 'Survival', 'Violent', 'Sexual Content', 'Lore-Rich', 'Story Rich']"
Five Nights at Freddy's,['Scott Cawthon'],False,3406,"2,000,000 .. 5,000,000",48831,['Scott Cawthon'],2014-08-01,"['Single-player', 'Family Sharing']","['Indie', 'Simulation']","['Horror', 'Singleplayer', 'Survival Horror', 'Robots', 'Psychological Horror', 'Indie', 'Difficult', 'First-Person', 'Point & Click', 'Dark', 'Survival', 'Atmospheric', 'Mouse only', 'Jump Scare', 'Supernatural', 'Resource Management', 'Lore-Rich', 'Silent Protagonist', 'Short', 'Historical']"
Assassin's Creed 2,['Ubisoft Montreal'],False,5831,"2,000,000 .. 5,000,000",48815,['Ubisoft'],2010-03-01,['Single-player'],"['Action', 'Adventure']","['Action', 'Open World', 'Parkour', 'Assassin', 'Stealth', 'Adventure', 'Historical', 'Third Person', 'Story Rich', 'Singleplayer', 'Great Soundtrack', 'Atmospheric', 'Action-Adventure', 'Conspiracy', 'Multiplayer', 'Classic', 'Controller', 'Alternate History', 'Sandbox', 'Sci-fi']"
PC Building Simulator,"['Claudiu Kiss', 'The Irregular Corporation']",False,3299,"1,000,000 .. 2,000,000",48356,['The Irregular Corporation'],2019-01-01,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Indie', 'Simulation']","['Simulation', 'Education', 'Immersive Sim', 'Building', 'Management', 'Sandbox', 'First-Person', '3D', 'Life Sim', 'Realistic', 'Casual', 'Relaxing', 'Singleplayer', 'Hardware', 'Funny', 'Puzzle', 'Modern', 'Inventory Management', 'Atmospheric', 'Indie']"
CODE VEIN,['Bandai Namco Studios'],False,8991,"2,000,000 .. 5,000,000",48327,['Bandai Namco Entertainment'],2019-09-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'RPG']","['Souls-like', 'Anime', 'Character Customization', 'Action RPG', 'JRPG', 'Co-op', 'Third Person', 'Singleplayer', 'Action', 'Difficult', 'RPG', 'Vampire', 'Multiplayer', 'Dark Fantasy', 'Post-apocalyptic', 'Online Co-Op', 'Hack and Slash', 'Violent', 'Adventure', 'Gore']"
The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe (2009),['Bethesda Game Studios®'],False,2354,"2,000,000 .. 5,000,000",48307,['Bethesda Softworks'],2009-06-01,"['Single-player', 'Steam Cloud', 'Family Sharing']",[],"['RPG', 'Open World', 'Fantasy', 'Singleplayer', 'Moddable', 'First-Person', 'Adventure', 'Exploration', 'Great Soundtrack', 'Magic', 'Character Customization', 'Action', 'Story Rich', 'Atmospheric', 'Medieval', 'Sandbox', 'Classic', 'Action RPG', 'Third Person', 'Dark Fantasy']"
The Elder Scrolls IV: Oblivion® Game of the Year Edition (2009),['Bethesda Game Studios'],False,2354,"2,000,000 .. 5,000,000",48307,['Bethesda Softworks'],2009-06-01,"['Single-player', 'Steam Cloud', 'Family Sharing']",['RPG'],"['RPG', 'Open World', 'Fantasy', 'Singleplayer', 'Moddable', 'First-Person', 'Adventure', 'Exploration', 'Great Soundtrack', 'Magic', 'Character Customization', 'Action', 'Story Rich', 'Atmospheric', 'Medieval', 'Sandbox', 'Classic', 'Action RPG', 'Third Person', 'Dark Fantasy']"
Street Fighter™ 6,"['CAPCOM Co., Ltd.']",False,8414,"2,000,000 .. 5,000,000",48252,"['CAPCOM Co., Ltd.']",2023-06-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure']","['2D Fighter', 'Fighting', 'Character Customization', 'Arcade', 'Action', 'Multiplayer', 'Competitive', 'PvP', 'Adventure', 'Singleplayer', 'e-sports', 'Open World', 'Local Multiplayer', 'Controller', '3D', 'Martial Arts', 'Action RPG', 'Great Soundtrack', 'Sandbox', 'Anime']"
Crossout,['Targem Games'],True,15920,"5,000,000 .. 10,000,000",48219,['Gaijin Network Ltd'],2017-07-01,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Tablet', 'Remote Play on TV']","['Action', 'Adventure', 'Massively Multiplayer', 'Racing', 'Free To Play']","['Third Person', 'Gun Customization', 'Vehicular Combat', 'Free to Play', 'Action', 'Crafting', 'Post-apocalyptic', 'Sandbox', 'Trading', 'PvE', 'PvP', 'Shooter', 'Online Co-Op', 'Multiplayer', 'Combat', 'Co-op', 'Building', 'Adventure', 'Loot', 'Economy']"
Chained Together,['Anegar Games'],False,4958,"2,000,000 .. 5,000,000",48180,['Anegar Games'],2024-06-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'Simulation']","['Co-op', 'Adventure', 'Casual', 'Platformer', 'Puzzle-Platformer', 'Simulation', 'Action-Adventure', '3D Platformer', 'Third Person', 'Exploration', 'Funny', 'Online Co-Op', 'Multiplayer', 'Post-apocalyptic', 'Mystery', 'Emotional', 'Physics', 'Surreal', 'Controller', 'Choices Matter']"
BioShock™ Remastered,"['2K Boston', '2K Australia', 'Blind Squirrel', 'Feral Interactive (Mac)']",False,10301,"2,000,000 .. 5,000,000",47962,"['2K', 'Feral Interactive (Mac)']",2016-09-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'RPG']","['FPS', 'Story Rich', 'Atmospheric', 'Horror', 'Singleplayer', 'First-Person', 'Action', 'Dystopian ', 'Shooter', 'Underwater', 'Steampunk', 'Sci-fi', 'Dark', 'Adventure', 'Classic', 'Great Soundtrack', 'Immersive Sim', 'Alternate History', 'Remake', 'RPG']"
Pummel Party,['Rebuilt Games'],False,6014,"2,000,000 .. 5,000,000",47800,['Rebuilt Games'],2018-09-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Casual', 'Indie']","['Multiplayer', 'Funny', 'Online Co-Op', '4 Player Local', 'Board Game', 'Party Game', 'Minigames', 'Local Multiplayer', 'Casual', 'Co-op', 'Party', 'Local Co-Op', 'Action', 'Indie', 'Comedy', 'Tabletop', 'Controller', 'Gore', 'Colorful', 'Singleplayer']"
DRAGON BALL XENOVERSE 2,"['QLOC', 'DIMPS']",False,5102,"1,000,000 .. 2,000,000",47781,['Bandai Namco Entertainment'],2016-10-01,"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Massively Multiplayer']","['Anime', 'Fighting', 'Character Customization', 'Action', 'Multiplayer', 'Adventure', 'Massively Multiplayer', 'Co-op', 'RPG', 'Online Co-Op', 'Singleplayer', 'Open World', 'Third Person', 'Story Rich', 'MMORPG', ""Beat 'em up"", 'Moddable', 'Great Soundtrack', 'Casual', 'Dragons']"
Besiege,['Spiderling Studios'],False,2263,"1,000,000 .. 2,000,000",47491,['Spiderling Studios'],2020-02-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']","['Indie', 'Simulation']","['Simulation', 'Sandbox', 'Destruction', 'Physics', 'Medieval', 'Building', 'Moddable', 'Real-Time with Pause', 'Multiplayer', 'Puzzle', 'Flight', 'Replay Value', 'Logic', 'PvE', 'Robots', 'Level Editor', 'Vehicular Combat', 'LEGO', 'Naval Combat', 'Dark Humor']"
Brick Rigs,['Fluppisoft GmbH'],False,2731,"1,000,000 .. 2,000,000",47391,['Fluppisoft GmbH'],2023-07-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",['Simulation'],"['Sandbox', 'Destruction', 'Building', 'Multiplayer', 'LEGO', 'Open World', 'Physics', 'Family Friendly', 'Driving', 'Simulation', 'Funny', 'Early Access', 'Racing', 'Action', 'First-Person', 'Zombies', 'Singleplayer', 'FPS', 'Gun Customization', 'Flight']"
NARUTO TO BORUTO: SHINOBI STRIKER,['Soleil Ltd.'],False,8892,"2,000,000 .. 5,000,000",47138,['Bandai Namco Entertainment'],2023-06-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",['Action'],"['Anime', 'Multiplayer', 'Character Customization', 'Action', 'Fighting', 'Ninja', 'Co-op', 'PvP', 'Open World', 'RPG', 'Third Person', 'Massively Multiplayer', 'Controller', 'Adventure', 'Singleplayer', 'Team-Based', 'Online Co-Op', 'MMORPG', 'Strategy', 'MOBA']"
Jurassic World Evolution,['Frontier Developments'],False,6875,"2,000,000 .. 5,000,000",47081,['Frontier Developments'],2018-06-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Simulation', 'Strategy']","['Building', 'Dinosaurs', 'Simulation', 'Management', 'Strategy', 'Sandbox', 'Singleplayer', 'City Builder', 'Sci-fi', 'Economy', 'Resource Management', 'Open World', 'Atmospheric', 'Violent', 'Action', 'Multiplayer', 'Great Soundtrack', 'Survival', 'Casual', 'Adventure']"
Car Mechanic Simulator 2018,['Red Dot Games'],False,4456,"2,000,000 .. 5,000,000",47065,['PlayWay S.A.'],2017-07-01,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Includes level editor', 'Family Sharing']","['Racing', 'Simulation']","['Simulation', 'Automobile Sim', 'Driving', 'Building', 'Realistic', 'Racing', 'Multiplayer', 'Singleplayer', 'First-Person', 'Sandbox', 'Education', 'Crafting', 'Moddable', 'Open World', 'Physics', 'Management', 'Strategy', 'Great Soundtrack', 'Co-op', 'Memes']"
Back 4 Blood,['Turtle Rock Studios'],False,21608,"1,000,000 .. 2,000,000",46833,['Warner Bros. Games'],2021-10-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Full controller support', 'HDR available', 'Family Sharing']",['Action'],"['Zombies', 'Online Co-Op', 'Multiplayer', 'FPS', 'Shooter', 'Action', 'Co-op', 'Gore', 'Horror', 'Singleplayer', 'First-Person', 'Survival', 'Blood', 'Violent', 'Adventure', 'Survival Horror', 'PvE', 'PvP', 'Rogue-lite', 'Replay Value']"
Call of Duty: World at War,['Treyarch'],False,3884,"2,000,000 .. 5,000,000",46665,['Activision'],2008-11-01,"['Single-player', 'Multi-player', 'Co-op', 'Family Sharing']",['Action'],"['Zombies', 'World War II', 'FPS', 'Multiplayer', 'Action', 'Shooter', 'Singleplayer', 'Co-op', 'First-Person', 'Moddable', 'War', 'Online Co-Op', 'Gore', 'Historical', 'Classic', 'Survival', 'Great Soundtrack', 'Horror', 'Tanks', 'Adventure']"
Business Tour - Board Game with Online Multiplayer,['8Floor'],True,30205,"5,000,000 .. 10,000,000",46567,['8Floor'],2017-07-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together']","['Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy', 'Free To Play']","['Board Game', 'Free to Play', 'Multiplayer', 'Strategy', 'Casual', 'Massively Multiplayer', 'Indie', 'Co-op', 'Capitalism', 'Online Co-Op', 'Funny', 'Management', 'Family Friendly', 'Adventure', 'Singleplayer', 'Trading', 'Simulation', 'Tabletop', 'Psychological Horror', 'Comedy']"
Dirty Bomb®,['Splash Damage'],True,10703,"5,000,000 .. 10,000,000",46464,['Warchest Ltd.'],2015-06-01,"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound']","['Action', 'Free To Play']","['Hero Shooter', 'Free to Play', 'FPS', 'Multiplayer', 'Shooter', 'Action', 'Team-Based', 'First-Person', 'Fast-Paced', 'Co-op', 'PvP', 'Class-Based', 'Competitive', 'Massively Multiplayer', 'Parkour', 'Post-apocalyptic', 'Controller', 'Singleplayer', 'Open World', 'Gore']"
Blasphemous,['The Game Kitchen'],False,5091,"1,000,000 .. 2,000,000",46393,['Team17'],2019-09-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie']","['Metroidvania', 'Pixel Graphics', 'Souls-like', 'Dark Fantasy', 'Gore', '2D', 'Violent', 'Action', 'Indie', 'Difficult', 'Platformer', 'Singleplayer', 'Blood', 'Adventure', 'Gothic', 'Horror', 'Lore-Rich', 'Great Soundtrack', 'Side Scroller', 'Nudity']"
Ultimate Chicken Horse,['Clever Endeavour Games'],False,1981,"1,000,000 .. 2,000,000",46319,['Clever Endeavour Games'],2016-03-01,"['Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Casual', 'Indie']","['Multiplayer', 'Party', 'Funny', 'Platformer', 'Local Co-Op', 'Party Game', 'PvP', 'Local Multiplayer', 'Level Editor', 'Precision Platformer', '4 Player Local', 'Online Co-Op', 'Casual', 'Competitive', 'Family Friendly', 'Parkour', '2D', 'Cute', 'Action', '2D Platformer']"
STAR WARS Jedi: Survivor™,['Respawn'],False,20923,"1,000,000 .. 2,000,000",46131,['Electronic Arts'],2023-04-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Stereo Sound', 'HDR available']","['Action', 'Adventure']","['Action', 'Adventure', 'Souls-like', 'Singleplayer', 'Third Person', 'Open World', 'Sci-fi', 'Action-Adventure', 'Story Rich', 'Space', 'Swordplay', 'Exploration', 'Parkour', 'Combat', 'Character Customization', 'RPG', 'Atmospheric', 'Great Soundtrack', 'Difficult', 'Multiplayer']"
Just Cause 2,['Avalanche Studios'],False,4738,"2,000,000 .. 5,000,000",46001,['Square Enix'],2010-03-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']","['Open World', 'Action', 'Sandbox', 'Third Person', 'Multiplayer', 'Adventure', 'Third-Person Shooter', 'Shooter', 'Singleplayer', 'Destruction', 'Exploration', 'Funny', 'Moddable', 'Co-op', 'Beautiful', 'Physics', 'Atmospheric', '3D Vision', 'Comedy', 'FPS']"
ARK: Survival Ascended,"['Studio Wildcard', 'Grove Street Games', 'Instinct Games']",False,31115,"2,000,000 .. 5,000,000",44880,"['Studio Wildcard', 'Snail Games USA']",2023-10-01,"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Includes level editor', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']","['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Dinosaurs', 'Building', 'Adventure', 'Base-Building', 'Crafting', 'Action', 'Sandbox', 'Character Customization', 'Singleplayer', 'PvE', 'PvP', 'Massively Multiplayer', 'Inventory Management', 'RPG', 'Fantasy', 'Sci-fi']"
Remnant: From the Ashes,['Gunfire Games'],False,8081,"2,000,000 .. 5,000,000",44761,['Arc Games'],2019-08-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'RPG']","['Souls-like', 'Action', 'Co-op', 'RPG', 'Adventure', 'Third-Person Shooter', 'Multiplayer', 'Online Co-Op', 'Shooter', 'Post-apocalyptic', 'Survival', 'Difficult', 'Singleplayer', 'Lovecraftian', 'Dark Fantasy', 'Violent', 'Procedural Generation', 'Atmospheric', 'Replay Value', 'Horror']"
S.T.A.L.K.E.R.: Shadow of Chernobyl,['GSC Game World'],False,2530,"1,000,000 .. 2,000,000",44761,['GSC Game World'],2007-03-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Steam Cloud', 'Family Sharing']","['Action', 'RPG']","['Atmospheric', 'Post-apocalyptic', 'Open World', 'FPS', 'Survival', 'Action', 'Survival Horror', 'Shooter', 'RPG', 'Horror', 'First-Person', 'Singleplayer', 'Classic', 'Based On A Novel', 'Moddable', 'Adventure', 'Immersive', 'Sci-fi', 'Inventory Management', 'Difficult']"
FINAL FANTASY XV WINDOWS EDITION,['Square Enix'],False,9056,"2,000,000 .. 5,000,000",44632,['Square Enix'],2018-03-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']",['RPG'],"['RPG', 'Open World', 'JRPG', 'Fantasy', 'Story Rich', 'Great Soundtrack', 'Singleplayer', 'Adventure', 'Action', 'Multiplayer', 'Action RPG', 'Third Person', 'Anime', 'Hack and Slash', 'Atmospheric', 'Online Co-Op', 'Co-op', 'Violent', 'First-Person', 'Nudity']"
Alan Wake,['Remedy Entertainment'],False,4714,"2,000,000 .. 5,000,000",44449,['Remedy Entertainment'],2012-02-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']","['Action', 'Horror', 'Third Person', 'Adventure', 'Story Rich', 'Thriller', 'Atmospheric', 'Singleplayer', 'Psychological Horror', 'Great Soundtrack', 'Mystery', 'Episodic', 'Third-Person Shooter', 'Dark', 'Supernatural', 'Cinematic', 'Survival Horror', 'Narration', 'Shooter', 'Survival']"
Liar's Bar,['Curve Animation'],False,4209,"2,000,000 .. 5,000,000",44341,['Curve Animation'],2024-10-01,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']","['Multiplayer', 'Casual', 'PvP', 'Co-op', 'Online Co-Op', 'Gambling', 'Indie', 'FPS', 'Funny', '3D', 'First-Person', 'Dark', 'Tabletop', 'Puzzle', 'Horror', 'Board Game', 'Strategy', 'VR', 'Gore', 'Early Access']"
Spiritfarer®: Farewell Edition,['Thunder Lotus Games'],False,2225,"1,000,000 .. 2,000,000",44192,['Thunder Lotus Games'],2020-08-01,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Adventure', 'Indie', 'Simulation']","['Emotional', 'Story Rich', 'Indie', 'Management', 'Relaxing', 'Building', 'Adventure', 'Hand-drawn', 'Exploration', 'Female Protagonist', 'Atmospheric', 'Local Co-Op', 'Platformer', 'Co-op', 'Crafting', 'Simulation', 'Funny', 'Cartoony', 'Farming Sim', 'Fishing']"
eFootball™,['KONAMI'],True,48266,"10,000,000 .. 20,000,000",44067,['KONAMI'],2021-09-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Partial Controller Support']","['Simulation', 'Sports', 'Free To Play']","['Football (Soccer)', 'Free to Play', 'Controller', 'Multiplayer', 'Sports', 'e-sports', 'Simulation', 'Local Multiplayer', 'PvP', 'Co-op', 'Singleplayer', 'Online Co-Op', 'Local Co-Op', 'Realistic', 'Comedy', 'Memes', 'Violent', 'Anime', 'LGBTQ+', 'Funny']"
Control Ultimate Edition,['Remedy Entertainment'],False,6403,"1,000,000 .. 2,000,000",44045,['Remedy Entertainment'],2020-08-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available', 'Family Sharing']","['Action', 'Adventure']","['Action', 'Supernatural', 'Female Protagonist', 'Story Rich', 'Adventure', 'Third Person', 'Atmospheric', 'Singleplayer', 'Sci-fi', 'Horror', 'Third-Person Shooter', 'Surreal', 'Psychological Horror', 'Shooter', 'Metroidvania', 'Open World', 'Epic', 'Violent', 'Difficult', 'Great Soundtrack']"
